year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2016,1284.46802,1,1,1,4,6,4,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1292.04439,1,1,1,4,6,2,88,1,4,2,4,2,3,5,1,4,2,0,0,2,3
2016,1461.3369,1,3,2,3,5,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,5
2016,1351.11656,2,3,2,3,5,2,7,4,4,1,4,2,3,5,1,4,2,0,0,2,5
2016,1394.45482,1,1,2,1,8,2,88,1,4,2,2,1,2,0,1,4,2,1,2,2,3
2016,1394.45482,1,1,2,1,8,2,88,1,4,2,2,2,2,0,1,4,2,0,0,2,3
2016,967.17522,2,1,1,4,7,2,5,1,4,2,4,2,2,0,1,4,2,0,0,1,1
2016,1409.69364,1,1,1,4,6,2,7,2,4,2,4,2,2,0,1,4,2,0,0,2,3
2016,1248.98397,1,1,2,1,7,4,7,0,4,2,4,1,3,5,1,4,2,1,1,2,3
2016,929.52938,2,1,2,1,6,1,2,2,1,1,1,1,2,0,1,4,2,0,0,2,1
2016,1059.85426,2,2,2,2,5,1,5,4,1,1,1,1,2,0,1,4,2,1,2,1,1
2016,1074.61895,2,1,2,1,7,2,4,0,4,2,3,2,3,5,1,4,2,0,0,2,1
2016,1226.81496,2,1,2,1,6,1,88,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2016,1388.04945,2,3,2,3,5,1,88,3,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,1388.04945,2,3,2,3,5,1,88,3,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,1742.10148,1,1,2,1,8,2,5,1,4,3,4,2,2,0,1,4,2,0,0,2,3
2016,3528.30955,2,1,2,1,5,2,7,1,4,2,4,2,3,5,1,4,2,0,0,2,5
2016,724.70829,2,3,2,3,7,1,7,1,1,2,3,1,2,0,1,4,2,0,0,1,1
2016,3079.74577,2,1,2,1,6,2,5,3,2,1,3,1,2,0,1,4,2,0,0,2,1
2016,936.10475,2,1,2,1,6,2,7,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2016,2801.04352,2,1,2,1,7,2,7,3,4,1,4,1,2,0,1,4,2,0,0,2,5
2016,3081.94104,2,3,2,3,7,2,88,1,4,2,2,1,2,0,1,4,2,0,0,2,1
2016,3227.40573,1,1,2,1,7,2,88,1,4,2,2,1,2,0,1,4,2,1,2,2,1
2016,4929.29845,1,1,1,4,5,2,88,1,4,2,2,1,2,0,1,4,2,0,0,,1
2016,3332.55663,1,1,2,1,7,2,7,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2016,2472.35261,2,2,2,2,7,1,3,3,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,3028.06711,2,1,2,1,6,1,4,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2016,1269.54199,2,1,2,1,5,1,3,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2016,4101.79593,1,1,1,4,4,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,4101.79593,1,1,1,4,4,1,7,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,3665.95611,1,3,1,4,5,1,2,2,3,1,1,1,2,0,1,4,2,1,1,1,1
2016,30047.0004,2,1,2,1,7,3,4,2,4,1,2,1,2,0,1,4,2,0,0,1,1
2016,3206.79047,2,1,2,1,6,2,7,1,3,2,3,2,2,0,1,4,2,0,0,2,4
2016,50872.51022,1,2,2,2,2,1,4,4,2,1,3,2,3,5,1,4,2,1,2,2,2
2016,2848.74173,2,1,2,1,7,2,7,3,2,1,2,2,2,0,1,4,2,1,2,2,2
2016,2848.74173,2,1,2,1,7,2,7,3,2,1,2,2,2,0,1,4,2,1,2,2,2
2016,3286.73237,1,1,2,1,5,2,6,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,3968.51832,1,1,2,1,1,1,1,1,3,2,1,1,2,0,1,4,2,0,0,2,5
2016,3886.41646,2,2,2,2,6,5,6,1,3,2,3,2,2,0,1,4,2,0,0,2,5
2016,3886.41646,2,2,2,2,6,5,6,1,3,2,6,2,2,0,1,4,2,0,0,2,5
2016,4845.81506,2,1,2,1,7,2,88,1,1,2,6,1,2,0,1,4,2,0,0,1,1
2016,3820.55834,2,1,1,4,4,1,88,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,7141.65812,1,1,2,1,3,1,7,1,1,2,4,2,2,0,1,4,2,0,0,2,3
2016,2326.36917,2,1,2,1,4,1,3,2,4,1,3,2,2,0,1,4,2,0,0,1,5
2016,2326.36917,2,1,2,1,4,1,3,2,4,1,3,2,2,0,1,4,2,0,0,2,5
2016,7189.3826,2,1,2,1,5,2,5,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2016,637.14105,1,1,2,1,7,2,88,1,2,3,3,1,2,0,1,4,2,1,1,2,3
2016,3412.30824,1,3,2,3,6,2,7,0,4,2,3,1,2,0,1,4,2,0,0,2,3
2016,692.07815,1,1,2,1,6,1,5,1,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,719.80571,1,1,2,1,5,2,4,1,4,1,3,2,2,0,1,4,2,0,0,2,5
2016,2948.73312,2,1,2,1,7,2,2,1,3,3,1,2,2,0,1,4,2,0,0,2,1
2016,1243.0995,2,1,2,1,6,2,2,0,2,2,1,1,2,0,1,4,2,0,0,2,1
2016,1243.0995,2,1,2,1,6,2,2,0,2,2,1,1,2,0,1,4,2,0,0,2,1
2016,686.39612,2,1,2,1,7,2,6,2,3,1,1,1,2,0,1,4,2,0,0,2,1
2016,1842.68204,1,1,2,1,6,2,7,0,2,3,4,1,2,0,1,4,2,0,0,2,3
2016,515.34256,1,1,2,1,8,2,88,1,3,3,4,1,2,0,1,4,2,0,0,2,3
2016,1253.07775,2,1,2,1,1,1,7,1,4,3,3,2,2,0,1,4,2,1,2,2,4
2016,764.36106,2,1,2,1,5,2,88,3,4,1,3,1,2,0,1,4,2,0,0,,5
2016,2949.41768,1,1,2,1,3,1,6,2,4,1,4,1,2,0,1,4,2,1,1,2,2
2016,2378.12014,1,1,2,1,2,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,2378.12014,1,1,2,1,2,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,702.63104,1,1,1,4,5,1,2,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2016,702.63104,1,1,1,4,5,1,2,1,4,2,4,1,3,5,1,4,2,0,0,2,1
2016,702.63104,1,1,1,4,5,1,2,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2016,725.50625,2,1,1,4,3,1,6,0,4,2,1,2,2,0,1,4,2,0,0,2,5
2016,725.50625,2,1,1,4,3,1,6,0,4,2,1,2,2,0,1,4,2,0,0,2,2
2016,725.50625,2,1,1,4,3,1,6,0,4,2,1,2,2,0,1,4,2,0,0,2,1
2016,339.9898,1,1,2,1,8,2,7,4,2,1,5,2,2,0,1,4,2,0,0,1,3
2016,4196.9244,2,1,2,1,5,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,5
2016,425.81088,2,1,2,1,7,3,3,1,2,1,2,1,2,0,1,4,2,0,0,2,1
2016,470.54743,1,1,1,4,5,4,3,1,2,3,1,1,2,0,1,4,2,1,1,2,1
2016,1260.41301,1,1,2,1,7,2,4,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,522.08515,2,1,2,1,7,2,7,1,3,2,4,2,3,5,1,4,2,0,0,2,3
2016,442.6949,1,1,1,4,6,2,4,4,3,1,4,1,2,0,1,4,2,0,0,2,1
2016,688.45596,1,2,2,2,6,4,6,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2016,688.45596,1,2,2,2,6,4,6,1,3,2,3,2,2,0,1,4,2,0,0,2,5
2016,688.45596,1,2,2,2,6,4,6,1,3,2,4,2,2,0,1,4,2,0,0,2,5
2016,588.21229,1,2,2,2,7,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2016,1559.70303,1,1,2,1,5,1,5,1,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,1607.36322,2,1,1,4,4,2,3,0,4,2,3,2,3,5,1,4,2,1,1,2,1
2016,1425.76377,2,1,1,4,6,4,7,1,4,2,1,2,2,0,1,4,2,0,0,2,1
2016,15830.4968,1,1,2,1,6,2,7,1,4,2,4,1,2,0,1,4,2,0,0,2,5
2016,1019.40646,2,1,2,1,8,4,7,2,4,2,3,1,2,0,1,4,2,0,0,1,1
2016,881.14824,1,1,2,1,6,2,3,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2016,1139.62802,1,2,2,2,5,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,2
2016,1686.3422,2,1,2,1,7,4,5,2,4,2,4,1,2,0,1,4,2,1,1,2,3
2016,1500.65474,1,1,1,4,5,1,5,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,469.14024,2,1,2,1,7,4,6,1,2,1,5,3,2,0,1,4,2,0,0,2,2
2016,5449.8301,2,1,2,1,5,4,1,2,2,1,3,1,2,0,1,4,2,0,0,2,1
2016,447.75111,2,1,2,1,5,1,2,3,2,1,1,1,2,0,1,4,2,0,0,2,1
2016,371.05673,1,1,2,1,7,1,4,3,2,1,3,2,2,0,1,4,2,0,0,2,1
2016,837.68895,2,1,2,1,7,2,6,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2016,756.99188,2,2,1,4,5,1,1,2,2,1,6,2,2,0,1,4,2,0,0,2,1
2016,360.57578,2,1,2,1,5,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,360.57578,2,1,2,1,5,1,3,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2016,360.57578,2,1,2,1,5,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,360.57578,2,1,2,1,5,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,272.97101,2,1,2,1,7,1,6,0,2,2,3,2,2,0,1,4,2,0,0,1,5
2016,272.97101,2,1,2,1,7,1,6,0,2,2,3,2,2,0,1,4,2,0,0,1,5
2016,494.64267,1,1,2,1,5,1,6,0,2,2,3,1,2,0,1,4,2,0,0,2,5
2016,394.3032,2,2,2,2,5,1,4,3,2,1,1,1,2,0,1,4,2,0,0,2,2
2016,424.74541,2,1,2,1,6,4,4,0,2,2,3,1,2,0,1,4,2,0,0,2,3
2016,424.74541,2,1,2,1,6,4,4,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,1209.76238,1,1,2,1,5,5,4,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2016,2806.66816,2,2,2,2,1,1,4,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2016,691.45809,2,1,2,1,4,1,88,0,3,2,5,3,2,0,1,4,2,0,0,,5
2016,1316.81957,1,1,2,1,6,1,2,1,3,3,3,1,2,0,1,4,2,1,1,2,3
2016,1059.10432,2,1,2,1,4,2,1,0,1,3,4,2,2,0,1,4,2,0,0,2,3
2016,851.52947,2,1,2,1,7,4,7,0,1,2,3,1,2,0,1,4,2,0,0,1,4
2016,1732.51141,2,2,2,2,2,1,7,1,1,2,3,2,2,0,1,4,2,1,1,2,4
2016,1959.47595,2,1,2,1,2,1,1,0,1,2,3,1,2,0,1,4,2,0,0,1,4
2016,800.94751,1,1,2,1,8,1,88,1,1,2,4,1,2,0,1,4,2,0,0,2,1
2016,13037.3197,1,1,2,1,4,2,6,0,1,2,4,1,2,0,1,4,2,1,1,2,5
2016,967.2909,1,1,2,1,3,1,7,1,3,2,4,1,3,5,1,4,2,0,0,2,4
2016,788.05001,1,1,2,1,7,5,88,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2016,1769.60453,1,1,2,1,7,2,5,2,3,1,3,1,2,0,1,4,2,0,0,2,2
2016,1769.60453,1,1,2,1,7,2,5,2,3,1,3,1,2,0,1,4,2,0,0,2,1
2016,1693.87964,2,1,2,1,6,2,5,2,3,1,3,1,2,0,1,4,2,0,0,2,1
2016,794.42489,1,2,2,2,7,1,1,1,2,2,4,1,3,5,1,4,2,0,0,2,1
2016,894.89279,2,1,1,4,4,1,3,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2016,4221.34171,1,1,2,1,3,1,4,1,2,2,4,2,2,0,2,5,3,0,0,2,3
2016,3015.07664,1,1,1,4,8,4,2,5,1,1,6,2,2,0,2,5,3,0,0,2,3
2016,3953.01383,2,1,2,1,5,1,7,5,1,1,6,2,2,0,2,5,3,0,0,2,3
2016,993.18781,1,1,2,1,5,1,6,3,2,1,6,2,2,0,2,5,3,0,0,2,3
2016,5194.37269,1,1,1,4,3,1,88,0,3,2,3,1,2,0,2,5,3,0,0,2,2
2016,2290.83938,2,1,2,1,7,1,4,2,4,1,5,2,3,5,2,5,3,0,0,2,3
2016,2662.51079,2,1,2,1,7,2,7,0,3,2,6,1,2,0,2,5,3,0,0,2,5
2016,7425.39628,2,2,2,2,3,1,3,2,1,2,4,1,2,0,2,5,3,0,0,2,3
2016,3470.7648,1,1,88,1,7,88,88,4,3,1,4,1,2,0,2,5,3,0,0,2,3
2016,1061.46304,1,1,2,1,6,1,88,1,4,2,6,2,2,0,2,5,3,0,0,2,1
2016,827.09176,2,1,1,4,6,2,5,1,3,3,3,1,2,0,1,4,2,0,0,2,1
2016,1873.65744,1,1,2,1,6,2,6,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2016,3286.48253,1,1,2,1,5,2,88,3,4,1,2,2,2,0,1,4,2,0,0,2,1
2016,997.51594,1,1,2,1,3,1,7,0,3,3,4,2,2,0,1,4,2,0,0,2,1
2016,892.64729,1,1,2,1,5,2,7,1,3,2,4,2,2,0,1,4,2,0,0,1,5
2016,891.85161,2,2,2,2,4,1,2,2,3,1,1,1,2,0,1,4,2,0,0,2,1
2016,4464.97968,2,1,2,1,6,2,5,0,3,2,2,2,2,0,1,4,2,0,0,2,2
2016,4489.26033,1,3,2,3,4,1,88,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2016,1449.13591,2,3,2,3,5,2,5,1,3,3,2,1,2,0,1,4,2,1,2,2,2
2016,4032.16841,1,1,2,1,6,2,88,1,1,1,2,1,2,0,1,4,2,0,0,2,1
2016,2552.40457,2,1,2,1,6,2,4,0,3,3,3,2,2,0,1,4,2,0,0,2,3
2016,2054.80465,2,1,2,1,7,4,7,3,4,1,3,1,3,5,1,4,2,0,0,2,3
2016,534.45531,1,1,2,1,7,2,7,0,2,3,4,1,2,0,1,4,2,0,0,2,4
2016,534.45531,1,1,2,1,7,2,7,0,2,3,3,1,2,0,1,4,2,0,0,2,4
2016,477.73418,2,1,2,1,6,1,3,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,781.09586,2,1,2,1,7,2,6,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2016,318.89306,2,1,2,1,5,1,5,1,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,318.89306,2,1,2,1,5,1,5,1,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,310.72468,2,1,2,1,6,1,5,1,2,1,3,2,2,0,1,4,2,0,0,2,1
2016,443.80944,1,1,2,1,8,4,6,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2016,541.99042,1,1,2,1,6,2,6,1,2,1,4,1,2,0,1,4,2,0,0,2,3
2016,798.28904,2,1,2,1,5,1,6,1,2,2,1,1,2,0,1,4,2,0,0,1,1
2016,463.46972,1,1,2,1,7,5,2,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2016,815.09197,2,1,2,1,6,4,5,1,2,2,1,1,2,0,1,4,2,1,2,1,1
2016,1369.71721,1,1,2,1,1,1,7,3,2,1,3,2,2,0,1,4,2,0,0,2,4
2016,1369.71721,1,1,2,1,1,1,7,3,2,1,4,2,3,5,1,4,2,0,0,2,1
2016,865.78217,1,1,2,1,6,2,7,1,2,1,4,2,3,5,1,4,2,0,0,2,3
2016,960.23234,1,1,1,4,5,2,7,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2016,548.08862,1,1,1,4,6,5,3,1,2,3,5,2,2,0,1,4,2,0,0,2,1
2016,548.08862,1,1,1,4,6,5,3,1,2,3,5,2,2,0,1,4,2,0,0,2,1
2016,548.08862,1,1,1,4,6,5,3,1,2,3,4,2,2,0,1,4,2,0,0,2,1
2016,684.646,2,1,2,1,5,1,5,1,2,2,3,2,2,0,1,4,2,0,0,1,5
2016,5234.60128,2,1,2,1,3,1,3,3,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,972.26297,1,2,2,2,3,1,7,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,1476.88105,1,1,2,1,7,4,3,1,2,3,3,1,2,0,1,4,2,1,2,2,2
2016,3259.84711,2,1,2,1,7,1,2,0,4,1,6,2,2,0,1,4,2,0,0,2,1
2016,6033.15421,1,1,2,1,5,1,7,0,4,2,4,1,2,0,1,4,2,0,0,2,3
2016,723.34633,2,1,2,1,2,1,4,1,2,2,5,1,2,0,1,4,2,0,0,2,4
2016,516.10744,1,1,2,1,8,2,88,0,4,2,2,1,2,0,1,4,2,0,0,2,3
2016,30206.763,2,1,2,1,6,1,3,2,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,2302.41756,1,2,2,2,6,1,88,4,2,1,3,2,3,5,1,4,2,0,0,2,1
2016,2119.27409,1,1,2,1,7,4,6,0,2,3,3,2,2,0,1,4,2,0,0,2,3
2016,4231.83519,1,2,2,2,5,1,88,4,3,1,3,1,2,0,1,4,2,0,0,2,1
2016,3521.09936,2,1,1,4,1,1,6,2,2,1,4,2,2,0,1,4,2,1,1,2,3
2016,1772.33826,2,1,2,1,7,4,7,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2016,2505.70847,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2042.31265,2,1,2,1,6,4,1,0,2,2,6,1,2,0,1,4,2,0,0,2,4
2016,1427.94194,1,1,2,1,7,1,3,1,2,3,2,1,2,0,1,4,2,0,0,2,2
2016,4929.52676,1,1,2,1,4,1,3,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2016,1610.44125,1,3,2,3,7,4,88,3,3,1,4,2,3,5,1,4,2,0,0,2,3
2016,1610.44125,1,3,2,3,7,4,88,3,3,1,4,2,3,5,1,4,2,0,0,2,3
2016,19493.5432,2,1,2,1,5,1,2,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2016,1188.17779,1,3,2,3,5,1,7,0,3,3,3,1,2,0,1,4,2,0,0,2,3
2016,2495.12337,1,1,2,1,6,1,7,4,3,1,4,2,2,0,1,4,2,0,0,2,5
2016,2495.12337,1,1,2,1,6,1,7,4,3,1,4,2,2,0,1,4,2,0,0,2,5
2016,1685.80967,2,3,2,3,5,2,4,2,3,1,5,1,3,5,1,4,2,1,1,2,1
2016,1196.1039,2,1,2,1,6,1,3,0,3,2,1,1,2,0,1,4,2,0,0,2,1
2016,5173.84021,2,1,1,4,2,1,5,0,1,2,5,2,2,0,1,4,2,0,0,2,4
2016,2361.79569,2,1,2,1,7,1,2,1,1,2,2,1,2,0,1,4,2,1,1,2,1
2016,4231.93872,1,3,2,3,5,1,7,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2016,1299.1596,2,1,2,1,6,2,4,1,3,2,1,1,2,0,1,4,2,0,0,2,1
2016,3758.46316,1,1,2,1,7,2,3,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,3859.91647,2,1,2,1,7,2,3,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,3859.91647,2,1,2,1,7,2,3,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,3859.91647,2,1,2,1,7,2,3,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,3958.38785,2,1,2,1,8,1,3,4,3,1,4,1,2,0,1,4,2,1,2,2,1
2016,2688.78067,2,2,2,2,4,1,5,1,3,2,1,1,2,0,1,4,2,0,0,2,3
2016,1338.29595,2,1,2,1,5,1,7,1,3,1,1,2,2,0,1,4,2,0,0,2,3
2016,1549.51347,1,1,2,1,5,2,7,1,3,2,4,2,3,5,1,4,2,0,0,2,3
2016,4358.25086,2,1,2,1,4,2,88,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2016,3231.60063,2,1,2,1,5,2,6,3,4,1,3,2,2,0,1,4,2,0,0,2,3
2016,3231.60063,2,1,2,1,5,2,6,3,4,1,3,2,2,0,1,4,2,0,0,2,3
2016,3231.60063,2,1,2,1,5,2,6,3,4,1,3,2,2,0,1,4,2,0,0,2,3
2016,3231.60063,2,1,2,1,5,2,6,3,4,1,3,2,2,0,1,4,2,0,0,2,3
2016,4002.55066,1,1,2,1,5,2,6,1,4,2,5,2,2,0,1,4,2,0,0,2,1
2016,3419.12813,1,1,1,4,6,2,6,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,2473.80438,1,1,2,1,3,1,1,1,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,2010.53645,2,1,1,4,7,2,7,1,1,2,4,2,2,0,1,4,2,1,1,2,5
2016,2010.53645,2,1,1,4,7,2,7,1,1,2,5,2,2,0,1,4,2,0,0,2,5
2016,3899.31254,2,1,2,1,6,2,3,1,2,3,5,2,2,0,1,4,2,0,0,2,1
2016,3122.30742,1,1,2,1,8,2,5,1,4,2,2,2,2,0,1,4,2,1,1,2,1
2016,2910.99124,2,1,2,1,6,1,4,2,4,1,4,1,2,0,1,4,2,1,1,2,5
2016,3055.31592,2,1,2,1,7,1,2,3,2,1,6,2,2,0,1,4,2,0,0,2,1
2016,4742.67856,1,2,2,2,5,2,3,1,4,2,4,2,3,5,1,4,2,1,1,2,3
2016,310.86811,2,1,2,1,7,3,2,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,2098.44054,2,1,2,1,7,4,7,1,1,2,3,1,2,0,1,4,2,0,0,1,5
2016,394.96168,2,1,2,1,8,2,5,1,4,2,4,3,2,0,2,5,3,0,0,2,3
2016,474.66775,2,1,2,1,4,1,3,3,2,1,6,2,3,5,2,5,3,0,0,2,3
2016,1258.90243,1,1,2,1,7,3,7,1,3,2,4,2,3,5,2,5,3,0,0,2,3
2016,3013.51483,2,3,1,4,8,3,2,5,1,1,6,1,2,0,2,5,3,0,0,2,3
2016,5695.44234,1,2,2,2,5,2,4,4,2,1,4,2,2,0,2,5,3,0,0,2,5
2016,731.90656,2,1,2,1,8,2,7,3,2,1,4,2,2,0,2,5,3,0,0,2,3
2016,2670.68319,2,1,2,1,5,1,88,5,2,1,6,1,2,0,2,5,3,0,0,2,3
2016,2333.68819,2,1,2,1,7,4,4,1,1,2,6,2,2,0,2,5,3,0,0,2,1
2016,563.71801,2,1,2,1,8,4,1,1,3,2,4,2,2,0,2,5,3,0,0,2,3
2016,1580.13398,1,1,2,1,2,1,88,5,2,1,5,2,3,5,2,5,3,0,0,2,3
2016,1240.00372,2,3,2,3,6,2,88,5,4,1,5,2,3,5,2,5,3,0,0,2,3
2016,2960.89394,1,2,2,2,4,1,88,4,1,1,6,1,2,0,2,5,3,0,0,2,3
2016,3310.01922,1,1,1,4,6,1,7,5,3,1,6,2,3,5,2,5,3,0,0,1,3
2016,63.03302,2,1,2,1,7,2,88,0,3,2,3,1,3,5,2,5,3,0,0,2,1
2016,1872.81259,2,2,2,2,7,1,4,1,1,1,4,1,2,0,2,5,3,0,0,2,1
2016,3528.20113,2,1,2,1,5,1,88,5,1,1,4,1,2,0,2,5,3,0,0,2,3
2016,3388.92538,1,3,2,3,6,1,6,1,1,2,6,2,2,0,2,5,3,0,0,2,3
2016,1312.6548,2,3,2,3,7,4,2,1,3,3,6,1,3,5,2,5,3,0,0,2,3
2016,1391.80166,2,1,2,1,7,1,5,1,1,1,4,2,2,0,2,5,3,0,0,2,1
2016,2293.91034,2,1,2,1,6,2,1,5,1,1,4,2,2,0,2,5,3,0,0,2,1
2016,617.52855,2,2,2,2,7,1,3,2,3,1,3,1,2,0,2,5,3,0,0,2,2
2016,835.91147,1,2,2,2,7,2,2,1,3,3,3,2,2,0,2,5,3,0,0,2,1
2016,1149.19784,2,1,2,1,7,1,5,1,3,2,6,2,3,5,2,5,3,0,0,2,3
2016,421.30767,2,1,2,1,5,2,88,1,2,2,3,2,2,0,2,5,3,0,0,2,5
2016,85.99935,2,1,2,1,8,2,2,0,3,2,6,2,3,5,2,5,3,0,0,2,3
2016,342.94579,2,1,2,1,8,4,3,1,3,3,4,1,2,0,2,5,3,0,0,2,3
2016,3241.14678,2,1,2,1,4,1,3,1,3,2,3,1,2,0,2,5,3,0,0,2,3
2016,606.20732,1,3,2,3,4,1,88,1,2,2,6,2,2,0,2,5,3,0,0,2,3
2016,4841.68434,2,1,2,1,4,1,5,2,3,1,6,1,3,5,2,5,3,0,0,2,3
2016,975.60812,1,1,2,1,4,1,2,1,3,1,6,1,2,0,2,5,3,0,0,2,3
2016,3703.86173,1,2,2,2,8,2,7,5,1,1,4,3,2,0,2,5,3,0,0,2,3
2016,2891.38328,2,3,2,3,4,1,7,5,2,1,6,2,3,5,2,5,3,0,0,2,3
2016,3002.73126,2,1,2,1,1,1,7,0,2,3,3,2,2,0,2,5,3,0,0,2,4
2016,799.06494,2,2,2,2,6,1,88,4,2,1,4,1,2,0,2,5,3,0,0,2,3
2016,3117.24135,2,2,2,2,5,2,88,4,2,1,4,1,3,5,2,5,3,0,0,2,3
2016,398.19717,1,1,2,1,6,4,3,1,4,2,4,2,2,0,2,5,3,0,0,2,3
2016,319.21767,2,1,2,1,1,1,7,0,3,3,6,1,2,0,2,5,3,0,0,2,4
2016,488.31909,1,1,2,1,7,1,88,4,4,1,6,2,2,0,2,5,3,0,0,2,2
2016,1453.00278,2,3,2,3,4,1,1,1,3,3,4,2,2,0,2,5,3,0,0,2,3
2016,823.98687,1,1,2,1,7,2,7,5,2,1,6,2,3,5,2,5,3,0,0,2,3
2016,823.05125,2,1,2,1,7,4,7,1,1,2,6,1,3,5,2,5,3,0,0,2,3
2016,1975.02965,1,1,1,4,5,1,5,4,4,1,6,2,3,5,2,5,3,0,0,2,3
2016,3829.61103,2,1,2,1,7,4,7,1,4,1,4,2,3,5,2,5,3,0,0,2,3
2016,2115.86923,1,1,2,1,5,1,7,0,2,2,4,2,3,5,1,4,2,0,0,2,3
2016,5674.29215,2,2,2,2,4,1,2,2,3,1,3,2,2,0,1,4,2,0,0,2,2
2016,5674.29215,2,2,2,2,4,1,2,2,3,1,1,2,2,0,1,4,2,0,0,2,2
2016,1226.10632,1,1,2,1,5,1,4,0,3,3,3,1,2,0,1,4,2,0,0,2,3
2016,1133.22235,2,1,2,1,4,1,4,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2016,697.93369,2,1,2,1,6,5,2,1,3,3,5,1,2,0,1,4,2,0,0,2,1
2016,697.93369,2,1,2,1,6,5,2,1,3,3,5,1,2,0,1,4,2,0,0,2,1
2016,697.93369,2,1,2,1,6,5,2,1,3,3,5,1,2,0,1,4,2,0,0,2,1
2016,654.69766,1,1,2,1,7,4,5,0,3,3,1,1,2,0,1,4,2,1,2,2,3
2016,756.81697,2,1,2,1,3,1,1,4,3,1,3,2,2,0,1,4,2,0,0,2,2
2016,1144.82074,2,1,2,1,6,1,5,4,3,1,4,2,2,0,1,4,2,0,0,2,1
2016,6838.59522,1,1,2,1,6,1,7,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,1609.50896,2,3,2,3,5,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
